text,standardized,split,input_char_len,target_char_len,input_truncated,target_truncated,input_padding_needed,target_padding_needed
Sa C 1 vrai depotoire sa bijin faire zot pay lamandre,"Sa se 1 vrai depotoire sa, bizin. Faire zot peye laman.",train,55,57,False,False,201,199
Encore p cut cost lor transport public.. p zouer ek la mort sa,Encore pe cut cost lor transport public.. Pe zwe ek la mort sa.,train,64,65,False,False,192,191
"Zis volere legumes, bonbon, chocolat, banne bricol etc sa zot met nom dimoune la, si kokain gros som largent no name, volere la pa declarez","Zis voler legim, bonbon, chocolat, bann bricol etc sa zot met nom dimunn la, si kokin gros som larzan no name, voler la pa deklare.",train,141,133,False,False,115,123
Banne ti guard pas solidaire zot sunday allowances coupê zot bizin pas vine travaille dans dimanche,Bann ti guard pas solidaire. Zot Sunday allowances coupê. Zot bizin pas vinn travail dans dimanche.,train,101,101,False,False,155,155
Mo esperez osman p get sa combien la loi pour applique bne fou et irresponsible pour rest pareil zte pa pour changer sa ou al perdi ou fami lacoze driver nirport,"Mo espere Osman pe get sa, combien la loi pour applique? Bann fou et irresponsible pour reste pareil zot pa pour change sa, ou ale perdi ou fami akoz driver nerport.",train,163,167,False,False,93,89
Tou sala pu gagné likes. Ene ministre so travaille sa?,Tusala pu gagne likes. Enn ministre so travail sa?,train,56,52,False,False,200,204
Moi pas chagrin ban testé positif lor volant sorry,Moi pas chagrin bann testé positif lor volant. Sorry.,train,52,55,False,False,204,201
Bla bla bla 0 action,"Bla bla bla, 0 action.",train,22,24,False,False,234,232
Si enfant ecole bizin prend lesson parce qui professor prefer explique pli bien dans lesson and neglige dans ecole est qui nous capave suspecter ki professeur pe vine malhonete,Si enfant lekol bizin prend lesson parski professor prefere explique plis bien dans lesson and neglige dans lekol. Est qui nous kapav suspecter ki professeur pe vinn malhonete?,train,178,178,False,False,78,78
Mo dakor ena code de la route ki donn ou priorite me 1 kamion p fini met so nene devan priorite ou pa ou koumans ralanti kamion la inn fane mem li me bzin gt van la so vites si,"Mo dakor ena code de la route ki donne ou priorite. Me 1 camion pe fini met so nene divan, priorite ou pa, ou kumans ralanti. Kamion la inn fane mem li me bizin get van la so vites si.",train,178,186,False,False,78,70
Nonnnnn [NAME] Desoler pour toi m frere😪😪😪,"Non, [NAME]. Desoler pour toi mo ofrere.😪😪😪",train,44,45,False,False,212,211
"[NAME], pas faux","[NAME], pas faux.",train,18,19,False,False,238,237
Et ena depute pe gagne toupe pou dir tou corek dan pays la😠😠😠. 💯💯💯 % safe partout 🤣🤣🤣,Et ena depute pe gagne toupe pu dir tu korek dan pays la😠😠😠. 💯💯💯 % safe partu. 🤣🤣🤣,train,87,84,False,False,169,172
Assez r saaa. Ban zioniste Illuminati p fer tou pu diminue population mondiale. Zot nepi connais ki virus pu crée pu detruire nu population..!,Assez ar sa. Bann zioniste illuminati pe fer tu pu diminye population mondiale. Zot nepli kone ki virus pu crée pu detruire nu population..!,train,144,142,False,False,112,114
"[NAME], yes li vrai sa persone pan gagne transfer","[NAME], yes li vrai sa. Personne pann gagne transfer.",train,51,55,False,False,205,201
Parents bizin discute avec zote ban ados lor relation sexuelle ect mais sa faire partie ban tabou malheureusement,"Parents bizin discute avec zot bann ados lor relation sexuelle, etc mais sa faire partie bann tabou malheureusement.",train,115,118,False,False,141,138
Ti bizin are allez avez grups avec akimogen,Ti bizin re ale avek group avec akimogen.,train,45,43,False,False,211,213
Dans place bla bla bla ale débouche tout bane drain,"Dans place bla bla bla, ale débouche tu bann drain.",train,53,53,False,False,203,203
Bzin done authorisation servi bazooka dan bne situation pareil 🤙,Bizin donne authorisation servi bazooka dan bann situation pareil. 🤙,train,66,70,False,False,190,186
Kan sa lenvi Pepsi la prend ou sa ummm 🤣🤣,Kan sa lenvi Pepsi la prend ou sa ummm. 🤣🤣,train,43,44,False,False,213,212
RIP mo brOo 🙏,RIP mo brother! 🙏,train,15,19,False,False,241,237
Kifer pas fer tini l'argent lors aussi bane can et bane bouteilles en plastique comme en Europe?????????? Ti pou facilite les choses,Kifer pas fer tini l'argent lor aussi bann can et bann bouteilles en plastique comme en Europe?????????? Ti pu facilite les choses.,train,134,133,False,False,122,123
Ena mari toupee so zenfan sa so tresor b zenfan dimoune kariver eh madame ou p vine racont nerport quoi ou ti la ou kan ou garson ti p fer n tel act mokoir ou manque lintelligence ena mari toupé normal lopoluce pou fer so travay ki pu koir ou garson pou sapé alala,"Ena mari toupe! So zanfan sa, so tresor b zanfan dimunn ki arrive? Eh madame! Ou pe vinn raconte nerport quoi. Ou ti la ou kan ou garson ti pe fer enn tel act? Mo krwar ou manque lintelizans. Ena mari toupe! Normal lapolis pu fer so travail. Ki pu krwar ou garson pu sape? Alala!",train,266,281,True,True,0,0
"[NAME], n’importe quoi les taux de pass durant les 10 dernières années tjrs pareil madame ou p probablement généralisé par rapport à ou propre vécu et où argument pna okaine puissance statistique dimoune pas réaliser a ki point ena bcp étudiant ki p faire tout zt possible et kan zot trouve bann commentaire coumsa zot démoraliser","[NAME], n’importe quoi. Les taux de pass durant les 10 dernières années tuzur pareil madame. Ou pe probablement généralisé par rapport à ou propre vécu et où argument pena okenn puissance statistique. Dimunn pas réaliser a ki point ena buku étudiant ki pe faire tu zot possible et kan zot truve bann commentaire kumsa, zot démoraliser.",train,332,337,True,True,0,0
apres neuf ans ou brise le silence sa ve dire pendan 9 banane la ou ti complice,"Apre neuf ans ou brise le silence, sa vdire pandan 9 banane la ou ti complice.",train,81,80,False,False,175,176
I was there... Mont choisy plage la.. Rembli blendè r dimune... Place pena. Zenfan perdi so place cot so famille etè li dificil pu retruv place cte zte etè telma dimune partou,"I was there... Mont Choisy plage la.. Rempli blend ar dimunn... Place pena. Zanfan perdi so place. Kot so famille ete li difisil pu retrouve place, kot zot ete telma dimunn partu.",train,177,181,False,False,79,75
"[NAME], gagne letem fini alé enkor p atane mem","[NAME], gagne lontam fini ale, ankor pe atann mem.",train,48,52,False,False,208,204
Mooo bus 😔❤️,Mo bus. 😔❤️,train,14,13,False,False,242,243
"[NAME], remark ki to asiz par dehier tw. Chemin pas bon boss... Si to ti roule 1 loto to ti pu kner","[NAME], remarke ki to asize par deryer twa. Chemin pas bon boss... Si to ti roule 1 loto to ti pu kone.",train,101,105,False,False,155,151
Cyclon in faire bye bye aster aller lecole,"Cyclone inn faire bye bye, aster ale lekol.",train,44,45,False,False,212,211
"[NAME], seki mpe kmprnd bzn alr travay demain la? 😒","[NAME], seki mo pe compran bizin alr travail demain la? 😒",train,53,59,False,False,203,197
Gare du Nord no safety,Gare du nord no safety.,train,24,25,False,False,232,231
Enfin les mêmes refrain. C chagrinant de voir de parents iresponsable. Bisin dir n la mode.,Enfin les mêmes refrain. Se chagrinant de voir de parents iresponsable. Bizin dir enn la mode.,train,93,96,False,False,163,160
Dans 2 jour li pu fini blier si pa parfum axe ki bzn gete soi ban axe pu coup dibois🥱,Dans 2 jour li pu fini bliye sipa parfum axe ki bizin get soi bann axe pu kut dibois.🥱,train,87,88,False,False,169,168
Sa batch la em govt ti decide pu baisse nivo kan zot ti rent dan primaire ti gagne ban nuvo livres mie ti matous seki koner koner astere zot choquer quand zot truv resultats de zot prop travay,Sa batch lamem guvernman ti decide pu bese nivo kan zot ti rantre dan primaire. Ti gagne bann nuvo livres mie ti matous. Seki kone kone. Aster zot choquer quand zot truve rezilta de zot prop travail!,train,194,201,False,False,62,55
Liem dj [NAME] 🤣,"Limem DJ, [NAME]. 🤣",train,18,21,False,False,238,235
Chauffeur fatyens zombie soulard grand merci li pas touye lezot ou domaz la nature,Chauffeur fatyens zombie soulard. Grand merci li pas touy lezot ou domaz la nature.,train,84,85,False,False,172,171
Faire ban la travail lor shift 1 la journè l’autre a soir si enan emergency o moins enan 1 doctor pou soigne dimoun la,"Faire bann la travail lor shift. 1 la zurne, l’autre aswar. Si ena emergency omoin ena 1 doctor pu soigne dimunn la.",train,120,118,False,False,136,138
“les chatons seromt proposés a l’adoption” zis chatons bne mimi adultes la ki pu fer,“les chatons seront proposés a l’adoption”. Zis chatons? Bann mimi adultes la ki pu fer?,train,86,90,False,False,170,166
KOMIER TONE FINE LAPESS ILLEGAL,KOMIE TONN FINN LAPESS ILLEGAL?,train,33,33,False,False,223,223
Larzan batt dn la tet pouvoir larzan fr li vinn gopia liti koir li kpv ht lsprit dimoun n slkou li dekouyone ar larzan fasil slkou vinn kriptokouillmol,"Larzan bate dan latet. Pouvoir, larzan fer li vinn gopia. Li ti krwar li kapav ht lespri dimunn enn sel kut li dekuyone ar larzan fasil, sel kut vinn kriptokouillmol.",train,153,168,False,False,103,88
Respect🙏ou ena bien raison cki oun fr ou pne met ou dan mem nivo ki li ki serti ou pu met case so lavie mem dja en kuyonad li p vivre 1lavie malediction li pna aukain lobjectif dan so lavie apart droguer laguer tousa zis pu 1temp sa frere so lavie mem dja ene karma,Respect🙏 ou ena bien raison seki ou fer ou pann met ou dan mem nivo ki li. Ki serti ou pu met case? So lavi mem deza en kuyonad li pe viv enn lavi malediction li pena okenn obzektif dan so lavi apart droguer laguer. Tusa zis pu 1tan sa frere so lavi mem deza enn karma.,train,267,271,True,True,0,0
"Comme dis le ministre bizin attane so case passer pou decider ki ou faire r li. Entre temp happy driving drunk driver. Alors pay so ti contribution ek rentre dan so loto, passe la boutik, buy alcohol and keep driving","Comme dis le ministre bizin atann so case passe pu decider ki ou faire ar li. Entretam happy driving drunk driver. Alors pay so ti contribution ek rantre dan so loto, passe la boutik, buy alcohol and keep driving.",train,218,215,False,False,38,41
Negligence parental... ena fois parents marche dan bord et tipti coter machine passer,Negligence parental... Ena fois parents marse dan bord et tipti kot machine passe.,train,87,84,False,False,169,172
Ban buffon pna travay pu fer,Bann buffon pena travail pu fer.,train,30,34,False,False,226,222
Ah bon! Hear say. Ousoi to ti habitué fair sa dans le passé. Sa meme to kone sa bien. Better Al gueté komié prof ine arete done leçon. Eski sa to koné,Ah bon! Hear say. Ouswa to ti habitué fer sa dans le passe. Samem to kone sa bien. Better ale get komie professeur inn aret donne leçon. Eski sa to kone?,train,152,155,False,False,104,101
L'inde ti bizin met confinement enpes dimoun voyagé parski li bien grave la bizin pa blier komier dimoun ine mort ar covid,"L'Inde ti bizin met confinement, enpes dimunn voyage parski li bien grave la. Bizin pa bliye komie dimunn inn mort ar Covid.",train,124,126,False,False,132,130
"Expre zot habille bien pou ki personne pa soupsonn zot, koumsa mem laplipar bann voler fer, pou ki personn pa pou kone ki zot bann malfaiteur","Expre zot habille bien pu ki personne pa soupsonn zot, kumsamem laplipar bann voler fer, pu ki personne pa pu kone ki zot bann malfaiteur.",train,143,140,False,False,113,116
"Sa c'est ene probleme plus ki 15ans passé, depi mo alle leçon ena sa probleme la. Merci to in servi sa platform la pu ki ban dimoun concerné trouver. Probleme chemin et delo 2 zafr ki aucain gouvernment pas in reussi resoudre","Sa c'est enn problem plus ki 15 ans passe, depi mo ale leçon ena sa problem la. Merci to inn servi sa platform la pu ki bann dimunn concerne truve. Problem chemin et dilo 2 zafer ki okenn gouvernment pas inn resi resoudre.",train,227,224,False,False,29,32
Bravo i voter to bizin aider kot to truve ena blockage,Bravo. Vote to bizin aide kot to truve ena blockage.,train,56,54,False,False,200,202
B bane poison la to pu manger sa ki,B bann pwason la to pu manze sa ki?,train,37,37,False,False,219,219
Ayoo c'est tellement triste quand ou entendre l'histoire couma sa banne parents qui boire beaucoup et vivre sur le seuil de la pauvreté.. Et faire beaucoup d'enfants des fois de papa different.. Après pas prend compte sa mannne zenfants ditout... Pas avoye l'école.. Donne zotte l'alcool tout petit et surtout dans ene l'environnement pas faire pou zenfants.... Comme personne ne les dénonce à cdu.. Mo chagrin combien pas facile pou sa manne zenfants sans avenir..😪😪😪,"Ayo, c'est tellement triste quand ou entendre l'histoire kuma sa bann parents qui boire beaucoup et viv sur le seuil de la pauvreté.. Et faire beaucoup d'enfants des fois de papa different.. Après pas prend compte sa bann zanfan ditou... Pas avoy l'école.. Donne zot l'alcool tu petit et surtout dans enn l'environnement pas faire pu zanfan.... Comme personne ne les dénonce à CDU.. Mo chagrin combien pas facile pu sa bann zanfan sans avenir..😪😪😪",train,470,449,True,True,0,0
Ena p trouv sa komik😒😒😒😒😒 madam la bien ena kouraz pou tini ferm pou so komers,Ena pe truve sa comik.😒😒😒😒😒 Madam la bien ena kouraz pu tini ferme pu so komers.,train,80,82,False,False,176,174
Entiere europe cannabis legal maurice pe creat synthetic,Entiere Europe cannabis legal. Maurice pe create synthetic.,train,58,61,False,False,198,195
ZT plans finn expired,Zot plans finn expired.,train,23,25,False,False,233,231
Et les pwasson erran???,Et les pwasson errant???,train,25,26,False,False,231,230
"[NAME], p prend le déçu ici la reunion mois dernier ou 3 semaines de ce la buku poisson in mort dans lamer banla p sové p vin dans bord paski température delo pas ti normal ti trop chaud pour zot😔😪","[NAME], pe prend le déçu. Ici la Réunion mois dernier ou 3 semaines de se la, buku poisson inn mort dans lamer. Banla pe sove pe vinn dans bord parski température dilo pas ti normal, ti trop chaud pour zot.😔😪",train,199,210,False,False,57,46
Pas juste en italie ki saisi loto c’est dans toute l’europe et aussi repasse permis et paye la man si pas payé allé case prison,Pas just en Italie ki saisi loto se dans toute l'Europe et aussi repasse permis et peye laman si pas peye ale case prison.,train,129,124,False,False,127,132
La to pa mette so nom ki un conducteur to choisir kisanela to mette l’affiche toi cas c ene chauffard pas ene conducteur,La to pa met so nom? Ki un conducteur to choisir kisanla to met l’affiche toi. Sa se enn chauffard pas enn conducteur.,train,122,120,False,False,134,136
Ene la honte sa. Bizin ramass so churel si,Enn la honte sa. Bizin ramasse so churel si.,train,44,46,False,False,212,210
Bannes vrai la police cartron ene ferfoute zottes pa kpve fer chauffer block la route park cot gagné la police cartron nek gueté,"Bann vrai la police cartron. Enn ferfoute zot pa kapav fer. Chauffer block la route park kot gagne, la police cartron nek get.",train,130,128,False,False,126,128
Li normal ena baisse zenfants aster la perna discipline,Li normal ena bese zanfan aster la pena discipline.,train,57,53,False,False,199,203
Baisser apre 1semen re monte tu pareil Cuma zt in fr pu dilait farmland rs250 in fini vine rs260 la,"Bese, apre 1 semenn remonte tu pareil. Kuma zot inn fer pu dilait farmland Rs250 inn fini vinn Rs260 la?",train,101,106,False,False,155,150
"[NAME], t ki toi l'expert","[NAME], to ki toi l'expert.",train,27,29,False,False,229,227
"[NAME], ki bizin dire. Bravo creole","[NAME], ki bizin dire. Bravo creole.",train,37,38,False,False,219,218
En ex ti ene paresseuse parasite pas travail mais vive lors boss lezot li ti content riye ban eboueurs moi mo ena utmost respect pour tout ki travail dure pou faire progress zot family,Enn ex ti enn paresseuse parasite pas travail mais viv lor boss lezot. Li ti kontan riye bann eboueurs. Moi mo ena utmost respect pour tu ki travail dure pu faire progress zot family.,train,186,185,False,False,70,71
Bondié oh protege nou ti zil rodrigues ek nou ti zil osi pardonne nou bondié oh si nou p fer fer trop bcoup peché🙏🙏,"Bondieu oh! Protez nu ti lil Rodrigues ek nu ti lil osi. Pardonne nu Bondieu, oh si nu pe fer fer trop buku peché.🙏🙏",train,117,118,False,False,139,138
Banne malocoeur mo pas connain qui faire journalist donne li linportace enan zaffaire pli important pou alle couvert zotte ape vinne donne f la li le roi maurice li alle faire zotte travail qui bizin faire banne ploc,Bann malocoeur mo pas kone qui faire journalist donne li linportans ena zafer plis important pu ale couvert zot ape vinn donne fesse. La li le roi Maurice li ale faire zot travail qui bizin faire bann ploc.,train,218,208,False,False,38,48
Etaey si sa pas appel dibolisé coma appel sa? Dir franc ine gagne 7g cannabis 1 suspect ine resli sov. P cree sensation. La drougue dir pas pour fr nanier sa,"Etaey si sa pas apel dibolisé kuma apel sa? Dir franc inn gagne 7g cannabis, 1 suspect inn resi sauve. Pe kree sensation. La drogue dir pas pour fer nanyin sa.",train,159,161,False,False,97,95
Bus étage the end 🥺,Bus étage: the end. 🥺,train,21,23,False,False,235,233
Al dodo do,Ale dodo dow!,train,12,15,False,False,244,241
"[NAME], inn importe buku mwa janvier ena cyclone moris 🤣🤣🤣","[NAME], inn importe buku mwa janvier ena cyclone Moris. 🤣🤣🤣",train,60,61,False,False,196,195
Depius c matin samdi 3 accident😡😡😡😡😡... Pe drogué... Ki... Pas normal?,Depius se matin samedi 3 accident😡😡😡😡😡... Pe drogue... Ki... Pas normal?,train,72,74,False,False,184,182
Station de police ki kumsa kuma dire la maison du diable🤪,Station de police ki kumsa? Kumadir la maison du diable.🤪,train,59,59,False,False,197,197
Arete cathiete dans boie pour excess. Rode bane deliquand live,Aret kasyet dans boie pour excess. Rode bann deliquand live.,train,64,62,False,False,192,194
Al lecol fer bien.. Ban creature desespere,Ale lekol fer bien.. Bann creature desespere.,train,44,47,False,False,212,209
Hey madame met 1 serieux do,"Hey madame, met 1 serye dow.",train,29,30,False,False,227,226
Si zot suive politic l'Inde zot pou koner. pa nek get bane zen manifesT.,"Si zot suive politic Inde, zot pu kone. Pa nek get bann zenn manifeste.",train,74,73,False,False,182,183
Zot pa lave sa kan ban la fini paser ena bze la aste plastic flrmm souser,Zot pa lave sa kan banla fini passe ena bez la. Aste plastic flrmm souser.,train,75,76,False,False,181,180
Acoz largent dimoun fer tout zordi.. Bizin ecoute tous les 2 versions avant trancher... Dabord 17 ans la loi travail pa rentre ladan mineure sa..,Akoz larzan dimunn fer tu zordi.. Bizin ekut tu les 2 versions avant trancher... Dabord 17 ans la loi travail pa rantre ladan mineure sa..,train,147,140,False,False,109,116
Sa mo coire fini rentrer sa,Sa mo coire fini rantre sa.,train,29,29,False,False,227,227
Eta sofer camion la ti cve atane non lasi line boure camion au milier simer aler vite non li p aler couma dire li pa p envi aler,"Eta sofer camion la ti kapav atann non? Lasi linn boure camion au milye sime. Ale vite non, li pe ale kumadir li pa pe anvi ale.",train,130,130,False,False,126,126
Zavoca pas presente so carte. Couma Cid pou conner li ene zavoca Capav ene zavoca matron. Ki conne??,Avocat pas presente so carte. Couma CID pu kone li enn avocat kapav enn avoca matron. Ki kone??,train,102,97,False,False,154,159
Akoz zot mem zot done lepep stress r zot mentaliter wowow la,"Akoz zot mem, zot donne lepep stress ar zot mantalite wow la.",train,62,63,False,False,194,193
Boug la p don cour nagé l’or podium,Boug la pe donne cour naze l’or podium.,train,37,41,False,False,219,215
Avant met ene bis lor la route pas faire ene check mette la vie en danger ouff,"Avant met enn bis lor la route pas faire enn check. Met lavi en danger, ouf.",train,80,78,False,False,176,178
Toi tne avoy lacide lr li Line marquer à vie tandis ki toi to p gayne zis coup après 2 3 jour to pou krk,"Toi tonn avoy lasid lor li, linn marquer à vie tandis ki toi to pe gagne zis kut après 23 jour to pu korek.",train,106,109,False,False,150,147
B ki arriver bann zako la,B ki arrive bann zako la?,train,27,27,False,False,229,229
"[NAME], b mo pa taper moi selma mo. Pa tolere sa banbe zaffaire la. La ine faire sa ar li ar comie li piu faire sa la","[NAME], b mo pa tape moi selma mo pa tolere sa bann zafer la. La inn faire sa ar li ar komie li pu faire sa la.",train,119,113,False,False,137,143
Dans 10 mîns,Dans 10 minit.,train,15,16,False,False,241,240
Encore de abus mcbeth pinokio lekip la cuisine in faire pareil et sa répète encore b eshan ena raison ena haute gradé bizin reveil zote conscience ena grand grand pays femme député prend métro bus ale travaille ici c abus pouvoire trop gras trop boukou cash lepep dans zote la verne,"Encore de abus, Macbeth, Pinokio lekip la cuisine inn faire pareil et sa répète encore. B Eshan ena raison: ena haute gradé bizin reveil zot conscience. Ena grand grand pays femme député prend métro bus ale travail, ici se abus pouvoir trop gras trop buku cash lepep dans zot la verne.",train,284,287,True,True,0,0
Li fine jette lacide lor dimoune to pa fine trouve sa,"Li finn jette lasid lor dimunn, to pa finn truve sa.",train,55,54,False,False,201,202
Toujour nou même ✨️💯😇,Tuzur nu même. ✨️💯😇,train,23,21,False,False,233,235
"[NAME], 👏👏 mr le cp ❗mais le peuple attend que tout ces belles résolutions se concrétise","[NAME], 👏👏 Monsieur le CP ❗mais le peuple attend que tu ces belles résolutions se concrétise.",train,90,95,False,False,166,161
"[NAME], Ena toutes la tributs à moris??","[NAME], Ena toutes la tributs à Moris??",train,41,41,False,False,215,215
Ban chatwa msm la zot in bien contan zot in travail la la sakil bon la,Bann chatwa MSM la. Zot inn bien kontan zot inn travail la. La Sakil bon la.,train,72,78,False,False,184,178
La police moris pou impuissant si les peuples décider mais bizin ki p na sa zis dialogue ki bizin après bizin pa bliyé l’avenir dan zot la main zour ki zot ale votée ✌️,"La police Moris pu impuissant si lepep decide mais bizin ki pena sa. Zis dialogue ki bizin, après bizin pa bliye l’avenir dan zot la main zur ki zot ale vote. ✌️",train,170,163,False,False,86,93
"Eh zot non, pas posibeee","Eh zot non, pas posib.",train,26,24,False,False,230,232
"[NAME], ou youtube, coma dire normal sa dan lamerik, langleter... Moris parey, la loi pa protez victim... Seyé fer sa dan la chine, oua rii zon. Milliarders mem fiziyer laba","[NAME], ou YouTube, kumadir normal sa dan Amerik, Langleter... Moris pareil, la loi pa protez victim... Sey fer sa dan la Chine, ou va riye zon. Milyard mem fiziyer laba.",train,175,172,False,False,81,84
Bane poison la ki pou Fer re met zot Dan lamer kot aller r sa,Bann pwason la ki pu fer? Re met zot dan lamer kot ale ar sa.,train,63,63,False,False,193,193
"[NAME], couma longtemps pas ti en a sa ban cinéma, ban ti fille traindr","[NAME], kuma longtemps pas ti en a sa bann cinéma, bann ti fille trainer.",train,73,75,False,False,183,181
Si ou envi ecrire l'article verifié ou bannes source avant,Si ou anvi ekrir l'article verifié ou bann source avant.,train,60,58,False,False,196,198
"[NAME], mo préféré pa lire sa banne batiara ki pe écrire n'importe quoi la dégoûtant sa","[NAME], mo prefere pa lire, sa bann batiara ki pe écrire n'importe quoi la, dégoûtant sa.",train,89,91,False,False,167,165
lor dating scene piti la pour dire li ene influencer,"Lor dating scene, piti la pour dire li enn influencer.",train,54,56,False,False,202,200
Pareil couma pou loto 1 bizin pas boire pou kpv jette coup d'oeil lor zot zenfants ou soit tous les 2 pou boire amizer couma zacots et blier zot responsibilite,"Pareil kuma pu loto, 1 bizin pas boire pu kapav jette kut d'oeil lor zot zanfan ou soit tulde pu boire, amize kuma zako et bliye zot responsibilite!",train,161,150,False,False,95,106
Ministre pouritire la zis content fer quack quack bel bel discours philosophic ala résultat malediction lor zot,Ministre pouritire la zis kontan fer quack quack bel bel discours philosophic. Ala résultat. Malediction lor zot.,train,113,115,False,False,143,141
Mo dir merci a sa ban éboueurs la e mo respecté zot mo benit zot dan le nom de jésus christ et dir bondié don zot courage prski si pena zot nu vive dan pourriture aret dénigré sa ban travayer la dir zot merci svp don zot 1 bouteille de l'eau sa pu fer zot leker content,"Mo dir merci a sa bann éboueurs la et mo respect zot. Mo benit zot dan le nom de Jésus christ et dir Bondieu donne zot courage parski si pena zot nu viv dan pourriture. Aret dénigré sa bann travayer la. Dir zot merci. Svp, donne zot 1 bouteille de l'eau sa pu fer zot leker kontan.",train,271,283,True,True,0,0
Ah la vie... 🤣🤣🤣🤣🤣🤣🤣,Ah lavi... 🤣🤣🤣🤣🤣🤣🤣,train,22,20,False,False,234,236
Pa pu aret mm sa bn connerie la.. Authoriter pa trouver. Laisse zot trankil dan la nature... Zt derange zt,Pa pu aret mem sa bann connerie la.. Otorite pa truve. Laisse zot trankil dan la nature... Zot deranz zot.,train,108,108,False,False,148,148
"[NAME], faire planter un peu unique mouche jaune pour occupe zot jawat, zot va arreter!!!","[NAME], faire planter un peu unique mouche jaune pour occupe zot jawat, zot va aret!!!",train,91,88,False,False,165,168
Our only bus l’étage,Our only bus l’étage.,train,22,23,False,False,234,233
Kisanla sa haut grade la,Kisanla sa haut gradé la?,train,26,27,False,False,230,229
"[NAME], bien direee","[NAME], bien dire.",train,21,20,False,False,235,236
Cuit to manger lakaz après to amener pou manger là-bas plitot,Cuit to manze lakaz après to amenn pu manze là-bas plito.,train,63,59,False,False,193,197
Bizin donne subside sc et hsc sa année la aussi pu banne repeaters merci,Bizin donne subside SC et HSC sa année la aussi pu bann repeaters. Merci.,train,74,75,False,False,182,181
Enleve pension enleve allowance enleve canards enleve chats in lheure pu enleve politichiens aussi,"Enleve pension, enleve allowance, enleve canards, enleve chats. Inn ler pu enleve politiciens aussi.",train,100,102,False,False,156,154
Mes sympatie courage la famil,Mes sympathies. Courage la famille.,train,31,37,False,False,225,219
"[NAME], moi mo bouurrr so nom en grand mo croir [NAME] cne moi impé si ou vine rode role mo fer ou ggne premier role fiii mo pensé [NAME] in changé 🤣🤣🤣 couma lontem sa tifuii la so nom en premier paze. 📄 p fer la une","[NAME], moi mo boure so nom an gran. Mo krwar [NAME] kone moi enpe. Si ou vinn rode role, mo fer ou gagne premier role fi. Mo pense [NAME] inn changé 🤣🤣🤣 kuma lontem sa tifi la so nom an premier paze 📄 pe fer la une.",train,218,218,False,False,38,38
Pa premier fois in fer declaration. La police pou sa zafer la.. Plusieur in passe ladan... Cuma ene religieuse fer declaration tte suite arete zot... Merci kan mem.. Mieux vaut tard que jamais.,Pa premier fois inn fer declaration. La police pu sa zafer la.. Plusieur inn passe ladan.... Kuma enn religieuse fer declaration tutswit aret zot..... Merci kan mem.. Mieux vaut tard que jamais.,train,195,196,False,False,61,60
"Deza mo ti trop dacord mem ar sa, li p prend difé tou sa cou la","Deza mo ti trop dakor mem ar sa, li pe prend dife tu sa kut la.",train,65,65,False,False,191,191
"Less bus Dan 1 manier nou kpv dir OK, si Ena ene dife pompier bizin rentrE ou ene dimoune p malade l'ambulance bizin sape sa dimoune la, sa ki ene problem, lerla ki sanela zot pou critikE, Anil bachu???","Less bus dan 1 maniere nu kapav dir ok. Si ena enn dife pompier bizin rantre ou enn dimunn pe malade l'ambulance bizin sape sa dimunn la, seki enn problem, lerla kisanla zot pu kritik Anil Baichoo???",train,204,201,False,False,52,55
Ena bcp automobilist zot pa pe suivre le principe du code de la route savedir zot bien peace ar sa # le permis a point cest pa ene air bag ki pou protege nou la peau # li zis la pou amen sanction dan nou la vie # nou bizin sanatogen ek methadone pou calmer le system pou dimunuer activity acceleration de nou mindset system parski ena bcp dimoun malade mentalement dan sa pays la #,"Ena buku automobilist. Zot pa pe suivre le principe du code de la route, savedir zot bien peace ar sa. # le permis a point, se pa enn air bag ki pu protez nu la peau. # li zis la pu amenn sanction dan nu lavi. # nu bizin sanatogen ek methadone pu calmer le system, pu diminye activity acceleration de nu mindset system, parski ena buku dimunn malade mentalement dan sa pays la #.",train,383,381,True,True,0,0
"[NAME], la mer tres. Mauvaise zordii","[NAME], la mer est très muvaise zordi.",train,38,40,False,False,218,216
Monn deja prend lecon 6 eme avec 1 proff pendant 7 mois kan la fin trimesss coster lerla linn rapel moi li dir moi allors sava eski le premier jour est difficile monnn shockee kan fer compt dan class ena 65 zeleve,Mon de prend lesson 6eme avec 1 professeur pendant 7 mois. Kan la fin trimestre koste lerla linn rapel moi. Li dir moi: alors sava? Eski le premier jour est difficile? Mon shocke. Kan fer kont dan class ena 65 zelev.,train,215,218,False,False,41,38
0-10 sec: irrelevant. Avan lecourse Lin soV Dan padok...,0-10 sec: irrelevant. Avan lecourse linn sove dan padok...,train,58,60,False,False,198,196
Top net sa mauricien bien discipliner,Top net sa! Mauricien bien discipline.,train,39,40,False,False,217,216
Anguille sous roche 17 ans li mem li encore 1 baby,Anguille sous roche. 17 ans limem li encore 1 baby.,train,52,53,False,False,204,203
Li fer sa a l'aise net et trouve pour choisir tt lol 😂😅😅 ena du beze la 🤣🤣🤣🤣,Li fer sa a l'aise net et truve pour choisir tu lol 😂😅😅. Ena du bez la. 🤣🤣🤣🤣,train,78,78,False,False,178,178
