text,standardized,split,input_char_len,target_char_len,input_byte_len,target_byte_len,input_byte_char_ratio,target_byte_char_ratio
"[NAME], tou dimun pa taper boss.. Dan 1 koler ou kav gat ou lavenir.. Ban droguer incorigable sa.. Servi ou lenergie kot bizin.","[NAME], tu dimunn pa tape boss.. Dan 1 koler ou kapav gat ou lavenir.. Bann droguer inkorizab sa.. Servi ou lenerzi kot bizin.",test,127,126,127,126,1.0,1.0
Nou nepli envi ecoute xot assez assez,"Nu nepli anvi ekut zot. Assez, assez.",test,37,37,37,37,1.0,1.0
Bizin fou toi ek to tifi dehors arret couyone population deja toi to pas pu trouve lautre election to deja p vivre dans overtime la. To p faire cumant jagnat pu dress place pu to tifi ek famile. Zote pas pu elu guet bien,"Bizin fou toi ek to tifi dehors! Aret kuyon population. Deza toi, to pas pu truve lot election, to deza pe viv dans overtime la. To pe faire kuma Jagnat pu dress place pu to tifi ek famille. Zot pas pu elu, get bien.",test,220,216,220,216,1.0,1.0
Humain n race sovaz terrible...... Li pa kpv guet narien trankil........ Oken zanimo pa kpv viv trankil akz humain......,Humain enn race sovaz terrible...... Li pa kapav get nanyin trankil........ Okenn zanimo pa kapav viv trankil akoz humain......,test,120,127,120,127,1.0,1.0
Chef alzheimer so assistant volere roche😂,"Chef Alzheimer, so assistant voler roche.😂",test,41,42,44,45,1.0731707317073171,1.0714285714285714
"[NAME], b pa samem mo ine dir toi lao la met plisse dr et amilior shift system la aret redi","[NAME], b pa samem mo inn dir toi lao la, met plis doctor et amlyor shift system la. Aret redi.",test,91,95,91,95,1.0,1.0
Ki nou p nourri,Ki nu pe nouri?,test,15,15,15,15,1.0,1.0
Respect a vous le gars 🫡💯 get 1 dimoun so salte kuma ete et to pou kne kuma li ete li,Respect a vous le gars. 🫡💯 Get 1 dimunn so salte kuma ete et to pu kone kuma li ete li.,test,85,87,91,93,1.0705882352941176,1.0689655172413792
TOP FM Mauritius eski ou ene professionelle ou bien ou ramasse labav ki rapport r sa photo eski sa dimoune ki zot p baté coumadir p bate tang à mort la kine faire sa kifaire ou p associê sa r ou txt sois ou p faire sa comme sensation pou retourne lintention,TOP FM Mauritius eski ou enn professionelle ou bien ou ramasse labav ki rapport ar sa photo. Eski sa dimunn ki zot pe bate kumadir pe bate tang à mort la kinn faire sa? Kifer ou pe associe sa ar ou txt sois ou pe faire sa comme sensation pu retourne lintention.,test,257,261,260,262,1.0116731517509727,1.003831417624521
Pas dan cité sa grsn,Pas dan cité sa garson.,test,20,23,21,24,1.05,1.0434782608695652
SA KI P VEY LOR LILE MORIS LA?🤣🤣🤣😂Y A DU BEZ LA,SEKI PE VEYE LOR LIL MORIS LA?🤣🤣🤣😂Y A DU BEZ LA.,test,47,48,59,60,1.2553191489361701,1.25
"[NAME], ki mo pou toi fi! A la santé de 2026! 🥂😁😂🤣😂","[NAME], ki mo pu toi fi! A la santé de 2026! 🥂😁😂🤣😂",test,51,50,67,66,1.3137254901960784,1.32
Visit surprise selman tou journalist kner😐,Visit surprise selma tu journalist kone.😐,test,42,41,45,44,1.0714285714285714,1.0731707317073171
Respect mo frere,Respect mo frere.,test,16,17,16,17,1.0,1.0
Ban journalists dan maurice rapid lor faire sensation forte... Mais failed kon bizin donne information lor criminals.... Ene sel solution... Ale vend baja... Facilement zot pou gagne zot la vie sans oken represailles.. 🙊🙉🙈,Bann journalists dan Maurice rapid lor faire sensation forte... Mais failed kan bizin donne information lor criminals.... Enn sel solution... Ale vend baja... Facilement zot pu gagne zot lavi sans okenn represailles.. 🙊🙉🙈,test,222,221,231,230,1.0405405405405406,1.0407239819004526
"[NAME], kifr p donne half news kisanla zot p proteger","[NAME], kifer pe donne half news? Kisanla zot pe protez?",test,53,56,53,56,1.0,1.0
"Madam la calme.. Koz li kone revolver dimun pena meme sa... Toujour nu pe la.. Canard, chat pli important.. Law and order tout dans lordre liberte 2024","Madam la calme.. Koz li kone revolver dimunn pena mem sa... Tuzur nu pe la.. Canard, chat plis important.. Law and order tu dans lord liberte 2024.",test,151,147,151,147,1.0,1.0
Madame pren ou piti amen ou lakaz,Madame pran ou piti amenn ou lakaz.,test,33,35,33,35,1.0,1.0
Boug la ena alzimer doh.. Li papu rapel apre saaa🤣🤣,Boug la ena Alzheimer dow.. Li papu rapel apre sa.🤣🤣,test,51,52,57,58,1.1176470588235294,1.1153846153846154
Dan ki in amen tousa dan potmoner😍😍😍😍,Dan ki inn amenn tusa? Dan portmoner.😍😍😍😍,test,37,41,49,53,1.3243243243243243,1.2926829268292683
Body cam + taser,Body kamarad + taser.,test,16,21,16,21,1.0,1.0
1 figure arnaker ar li kamadire Ali baba,"1 figure arnaker ar li, kumadir Ali Baba.",test,40,41,40,41,1.0,1.0
Tir tou seki fr zot plaisir 🤌🏾. Moo p santii ki sa lanney pu bien mov pu zot ✌🏽😂 lepep ki pu decide saa 🤷🏽‍♂️,Tire tu seki fer zot plaisir. 🤌🏾 Mo pe santi ki sa lane pu bien move pu zot. ✌🏽😂 Lepep ki pu decide sa. 🤷🏽‍♂️,test,109,109,135,135,1.238532110091743,1.238532110091743
Camion la en tort,Camion la en tort.,test,17,18,17,18,1.0,1.0
Chnace pane defonce toi later ki to eter,Chance pann defonce toi later ki to ete.,test,40,40,40,40,1.0,1.0
Ban poisson la pu rentre dan ZOT caraille la pa vine dir pu brûlé sa 😂😂😂,Bann poisson la pu rantre dan zot carail la pa vinn dir pu brûlé sa. 😂😂😂,test,72,72,83,83,1.1527777777777777,1.1527777777777777
Mopays. com pa gat ou pages ek sa ban banal la svp,Mopays.com pa gat ou pages ek sa bann banal la svp.,test,50,51,50,51,1.0,1.0
Au lieu rehausse nou niveau leducation zot pe fer nivellement vers le bas de nou leducation aster zot penser etudiant pou travail pou 5 credit kan 3 credit assez pou monter,"Au lieu rehausse nu niveau ledikasyon, zot pe fer nivellement vers le bas de nu ledikasyon. Aster zot pense etudiant pu travail pu 5 credit kan 3 credit assez pu monte?",test,172,168,172,168,1.0,1.0
Blabla action zero,"Blabla, action zero.",test,18,20,18,20,1.0,1.0
Ena lecon hsc coute rs 1800 par mois. Ena bese la dans. Prof la p tape par million psr mois,Ena lesson HSC kut Rs1800 par mois. Ena bez ladan. Professeur la pe tape par million psr mois.,test,91,94,91,94,1.0,1.0
"Kan tapped coup de phare, sa veut dire ou p donne lot vehicle la priority. Van formula 1 sa","Kan tape kut de phare, sa veut dire ou pe donne lot vehicle la priority. Van formula 1 sa.",test,91,90,91,90,1.0,1.0
Kuma dire chaffeur la ki entort si zenfant ine quitte so la cour ine apparaitre soudaimement devant loto la,Kumadir chaffeur la ki antor si zanfan inn quitte so lakour inn aparet soudainement devant loto la.,test,107,99,107,99,1.0,1.0
"[NAME], bonjour li ti pu bon si ou ti kpve guet situation transport laroute st hubert 1 tigit dimanche prend 1hrs pu vin 3hrs mo lor bus stop lopital lundi zanfan pa gngn transport pu ale lekol la veille noel nkr 1 tigit mo rest dan rose bellle mem li ti pu bon ou guet 1 tigit parti ici osi parki nu p pass 1 miszir noir ici zanfan ale lekol curepipe gngn bus lekol new grove akoz sa gngn bus p bizin pass par mahebourg pu gngn transport pu ale lekol eski ou trve sa correct","[NAME], bonjour. Li ti pu bon si ou ti kapav get situation transport la route St Hubert 1 tigit. Dimanche prend 1hr pu vinn 3hr mo lor bus stop lopital. Lundi zanfan pa gngne transport pu ale lekol. La veille noel ankor 1 tigit mo reste dan Rose Belle mem. Li ti pu bon ou get 1 tigit parti ici osi. Parski nu pe passe 1 mizer noir ici. Zanfan ale lekol Curepipe gagne bus lekol New Grove akoz sa gagne bus pe bizin passe par Mahebourg pu gagne transport pu ale lekol. Eski ou truve sa correct?",test,475,494,475,494,1.0,1.0
Lamour de largents trop for pou ban politicien pou zot ferme frontière,Lamour de larzan trop for pu bann politicien pu zot ferme frontière.,test,70,68,71,69,1.0142857142857142,1.0147058823529411
Met ene GPS lor chq machine govt,Met enn GPS lor sak machine guvernman.,test,32,38,32,38,1.0,1.0
"Contrairement ar lezot pays kuma thailande et dubai, malaysie ici pna transport public ki dispo pu bane dimoune ki pna moyen transport de s'y rendre","Contrairement ar lezot pays kuma Thailande et Dubai, Malaysie ici pena transport public ki disponible pu bann dimunn ki pena moyen transport de s'y rande.",test,148,154,148,154,1.0,1.0
Asterki p dire sa 1 ta dimoune p gagne gros la fièvre,Aster ki pe dire sa. Enta dimunn pe gagne gros la fièvre,test,53,56,54,57,1.0188679245283019,1.0178571428571428
Dapres lorde tn bisin gagne 1 ban gopia meme sa pou vin pren lesson ec ene bobok couma toi! 😑 Crypto king sanc.. Bez liki ale travail dow bachara,Dapre lord tonn bizin gagne 1 bann gopia mem sa pu vinn pran lesson ek enn bobok kuma toi! 😑 Crypto king sanse.. Bez liki ale travail dow batiara.,test,145,146,148,149,1.0206896551724138,1.0205479452054795
Li. p. trace. piece. avan. apres. li. pou. al. cokin. loto,"Li pe trace piece avan, apre li pu ale kokin loto.",test,58,50,58,50,1.0,1.0
"[NAME], govt kinn dir sa couple la fer sa? Govt kinn avoy sa tifi la al fer babysitting kot sa couple? Hey mett seryer dow..😅","[NAME], guvernman kinn dir sa couple la fer sa? Guvernman kinn avoy sa tifi la ale fer babysitting kot sa couple? Hey met serye dow..😅",test,125,134,128,137,1.024,1.0223880597014925
Bizin again mem sa,Bizin again mem sa.,test,18,19,18,19,1.0,1.0
"[NAME], bien vu wait and see asterr","[NAME], bien vu.Wait and see aster!",test,35,35,35,35,1.0,1.0
Vine lor mbc... Tappe lor la table.... Met en avant ou strategies...,Vinn lor MBC... Tape lor la table.... Met en avant ou strategies...,test,68,67,68,67,1.0,1.0
Curepipe a Port Louis Rs 44 boss,Curepipe a Port Louis Rs44 boss.,test,32,32,32,32,1.0,1.0
Bane citoyens bizin lave zote boubelle e mete plastik si possib,Bann citoyens bizin lave zot poubelle et met plastik si posib.,test,63,62,63,62,1.0,1.0
Bien bizin ignore sa ban dimun la.,Bien bizin ignore sa bann dimunn la.,test,34,36,34,36,1.0,1.0
"Et zot vote toujours ban la même, b aster mo penser ki nou tou nou fine tire ene mari zoli leçon. Jamais plus commettre les mêmes erreurs, bisin grandi maintenant pou nepli laisse la place aux bandits ki penrdi tou l'économie et le peuple perdi dans sa bane nafrath ki pe faire la",Et zot vote toujours bann lamem. B aster mo pense ki nu tu nu finn tire enn mari zoli leçon. Jamais plus commettre les mêmes erreurs. Bizin grandi maintenant pu nepli laisse la place aux bandits ki perdi tu l'économie et le peuple perdi dans sa bann nafrath ki pe faire la.,test,280,273,284,276,1.0142857142857142,1.010989010989011
Kv p hésité pou met so nom tension représailles???😒🤐🤔,"Kapav pe hésité pu met so nom, tension représailles???😒🤐🤔",test,53,57,65,69,1.2264150943396226,1.2105263157894737
Ki labanque sa,Ki labank sa?,test,14,13,14,13,1.0,1.0
Bzn deploy sa callibre policier la kt ena problem Li cne kass F💯🙏,"Bizin deploy sa callibre policier la, kot ena problem li kone kass F.💯🙏",test,65,71,71,77,1.0923076923076922,1.0845070422535212
Coupe lor permit a points sa?,Coupe lor permis a points sa?,test,29,29,29,29,1.0,1.0
"Bisin gueter cuma zot presser pu ale acheter la drogue cpv tap r ou ek ou zenfant tou, pass dan feu rouge et gne pu zour ou tou.... Bisin met la police fer control plus laba...","Bizin get kuma zot presse pu ale aste la drogue, kapav tape ar ou ek ou zanfan tu. Passe dan feu rouge et gagne pu zoure ou tu.... Bizin met la police fer control plus laba...",test,176,175,176,175,1.0,1.0
"[NAME], pareil coment to cervo in constiper si c sa to argument 😂 pou essaye insulter dimoun ki p remet toi a lordre ben felicitations to p kass bel paker dans to la vie 😂 mo sure to mama bien fiere de toi et to ban propos ki to vine fer online envers ban dimoun ki lor stress bonne continuation dans to la vie to pou arive bien loin avec sa latitude et sa mentaliter la","[NAME], pareil kuma to cervo inn constipe. Si se sa to argument 😂 pu esey insulte dimunn ki pe remet toi a lord b felisitasyon. To pe kase bel pake dans to lavi. 😂 Mo sure to mama bien fiere de toi et to bann propos ki to vinn fer online envers bann dimunn ki lor stress. Bonne continuation dans to lavi, to pu arrive bien loin avec sa latitude et sa mantalite la.",test,370,364,376,370,1.0162162162162163,1.0164835164835164
Réalité government officials zot bizin faire chemin ene fasion ki kan ene transport pe sorti ou ene lot transport pa vini capave trouve avec sa muraille la li difficile pou kone kan pou sorti out non si bien change semain so place ou faire li vine one way ou faire tire sa muraille la l'autorité bizin prand ene decision pou pa re enar accident la bas,"Réalité, government officials. Zot bizin faire chemin enn fason ki kan enn transport pe sorti ou enn lot transport pa vini, kapav truve. Avec sa muraille la, li difficile pu kone kan pu sorti out non. Si bizin change semain so place, ou faire li vinn one way, ou faire tire sa muraille la. L'autorité bizin pran enn decision. Pu pa reena accident laba.",test,351,352,354,355,1.0085470085470085,1.0085227272727273
Tousala dan pumpa😊😊🥺😋😋😂,Tusala dan pumpa.😊😊🥺😋😋😂,test,23,23,41,41,1.7826086956521738,1.7826086956521738
"Dans sa cas la kifr ine apprane docteur, ti bizin faire maçon. Si astere la ou malade, p mort b ki sanla supposer alle gueter","Dans sa cas la kifer inn aprann docteur? Ti bizin faire maçon. Si aster la ou malade, pe mort b kisanla supposer ale get?",test,125,121,126,122,1.008,1.0082644628099173
Big respect moi personellement mo trouve sa travail la ti bizin bien payer vu ki entier population jette sa ki zotte envi dans poubelle et c sa banne travailleur la ki ramaser ki couche et mm plus encore courage a zotte,"Big respect. Moi personellement, mo truve sa travail la ti bizin bien peye. Vu ki entier population zet seki zot anvi dan poubelle, et se sa bann travailleur la ki ramasse, ki couche, et mem plus encore. Courage a zot.",test,219,218,219,218,1.0,1.0
Ban konik alcoolo sa... Zot cuma ban liscen ki zapeee apre zotvpa moder.. En taaa enaa.,Bann konik alkol sa... Zot kuma bann lisyin ki zape apre zot pa morde.. Enta ena.,test,87,81,87,81,1.0,1.0
"[NAME], boss bougue’la ine tap li avant la si, mone comprend bien. B li guetter meme?? Soi dire franc li capon line per lerla mo comprend","[NAME], boss, boug la inn tape li avant la si, mon comprend bien. B li get mem?? Soi dire franc li capon linn per lerla mo comprend.",test,137,132,139,132,1.0145985401459854,1.0
Pa facile la accidents lor accidents et grave chak jour... Ceki lor la route ein p vigilance pu zot mem et zot prochain,Pa facile la accidents lor accidents et grave sak jour... Seki lor la route enpe vigilance pu zot mem et zot prochain.,test,119,118,119,118,1.0,1.0
Ena bez la.... Kitfwa ena dimounn nek vini kraz loto etc... Alor ki zenfan dans lignorance ek fautifs.. Ek parents negligence,Ena bez la.... Kite fwa ena dimunn nek vini kraze loto etc... Alor ki zanfan dans linnyorans ek fautifs.. Ek parents negligence.,test,125,128,125,128,1.0,1.0
Madam la cool net li.,Madam la cool net li.,test,21,21,21,21,1.0,1.0
Si ena p croire sa bane prophètes sorti l'afrique la. P vine fer bel bel video pou fer dimune vine l'église zis pou baize cash morisien. Li a. C logik ki zot pa pou suive cryptoplok vous otre,Si ena pe croire sa bann prophètes sorti l'Afrique la. Pe vinn fer bel bel video pu fer dimunn vinn l'église zis pu bez cash Morisien. Li ase logik ki zot pa pu suive cryptoplok vous otre.,test,191,188,193,190,1.0104712041884816,1.0106382978723405
Li pas encore pense pou tire liem non,Li pas encore pense pu tire limem non!!,test,37,39,37,39,1.0,1.0
Bel development merci navin,Bel development! Merci Navin.,test,27,29,27,29,1.0,1.0
"[NAME], to bus fare remont la 😜","[NAME], to bus fare remonte la. 😜",test,31,33,34,36,1.096774193548387,1.0909090909090908
Legumes couma coverture,Legim kuma coverture.,test,23,21,23,21,1.0,1.0
Mo krwar fer 4em accident zordi... Ki p ariv kumsa dow...,Mo krwar fer 4eme accident zordi... Ki pe arrive kumsa dow...,test,57,61,57,61,1.0,1.0
"Apres kan pu trapEE pu batE, tpu gne ban dimoune vine laguer human rights.","Apre kan pu trape pu bate, to pu gagne bann dimunn vinn laguer human rights.",test,74,76,74,76,1.0,1.0
Ki mo bizin faire,Ki mo bizin faire?,test,17,18,17,18,1.0,1.0
Trading dan canal fess aster🤣🤣🤣🤣..,Trading dan canal fesse aster🤣🤣🤣🤣..,test,34,35,46,47,1.3529411764705883,1.3428571428571427
Bez sa dan la Bank mem pena securite,Bez sa! Dan labank mem pena sekirite.,test,36,37,36,37,1.0,1.0
Mes sympathetie a la famille 🙏🙏🙏parents famme zenfan soeur frere ine perdi zte tres cher ine bien ecrier chauffeur ine ggne 1 malaise avant accident mo pa comprend kifer ena oten coment negative,"Mes sympathie a la famille 🙏🙏🙏parents, fam, zanfan, soeur, frere inn perdi zot tre cher. Inn bien ekrir, chauffeur inn gagne 1 malaise avant accident. Mo pa comprend kifer ena otan comment negative.",test,194,198,203,207,1.0463917525773196,1.0454545454545454
"Ministre pe faire so maximum, site visit surprise etc.. Mais si ban personnel lamem pas faire zefforts pou donne ene bon service, pas capav faire narien malheureusement.. Si ene dimoune li pas content sa profession mais a cause security employee dans gouvernement, alors change metier, pas continuer met la vie dimounes en jeu","Ministre pe faire so maximum, site visit surprise etc.. Mais si bann personnel lamem pas faire zefor pu donne enn bon service, pas kapav faire nayin malheureusement.. Si enn dimunn li pas kontan sa profession mais a cause security employee dans gouvernement, alors change metier, pas kontiyn met lavi dimunn en jeu.",test,326,315,326,315,1.0,1.0
"[NAME], b dire ou kamouad ale la peche dauphin la et li mange li, et basta","[NAME], b dire ou kamarad ale lapess dauphin la et li manze li, et basta.",test,74,73,74,73,1.0,1.0
Pour fini fer center isolement bisin in gagn case sa,"Pour fini fer center isolement, bizin inn gagne case sa.",test,52,56,52,56,1.0,1.0
Bouncer la gagne sorti dehors meme ca.,Bouncer la gagne sorti dehors mem sa.,test,38,37,38,37,1.0,1.0
Main road li priority meme li p roule vit ou doucement sofer camion pan conne juger ti bzn kas so liki fer li aret trap volant li pu touy innocent lor la route,"Main road li priority, mem li pe roule vite ou doucement, sofer camion pann kone juger. Ti bizin kase so liki, fer li aret trape volant, li pu touy innocent lor la route.",test,159,170,159,170,1.0,1.0
"[NAME], tkner si toi t fer sah tplass kt ete non 😂😂 ena g**t la ar sa banla la pff 😭","[NAME], to kone si toi to fer sa to plas kot ete non? 😂😂Ena g**to la ar sa banla la, pff. 😭",test,84,91,93,100,1.1071428571428572,1.098901098901099
Arette tous Vols entrant sortant linde matellot,"Aret tu vols entrant, sortant Inde, matelot.",test,47,44,47,44,1.0,1.0
"Zot Extra unfair lor prix. Ou bzin met Uber. Akoz Taxi tel cher, bcp dimun prefer aster 1 loto pu long term.","Zot extra unfair lor prix. Ou bzin met Uber akoz taxi tel cher, buku dimunn prefere aster 1 loto pu long term.",test,108,110,108,110,1.0,1.0
Ena un lekip foux lor f. book crypto king [NAME] [NAME] [NAME] [NAME] [NAME] enfin ena enkor bizin ban zot servi f book sa zot danger net,"Ena un lekip foux lor Facebook crypto king [NAME], [NAME], [NAME], [NAME], [NAME] enfin ena ankor bizin bann zot servi Facebook sa. Zot danger net.",test,137,147,137,147,1.0,1.0
Gran merci li pane touye innocent,Gran merci li pann touy innocent.,test,33,33,33,33,1.0,1.0
Lor sa nuvo juice lamem boucoup dimoun fine gagne problem zot largent ti p disparet lor zot compte,Lor sa nuvo juice lamem beaucoup dimunn finn gagne problem. Zot larzan ti pe disparet lor zot compte.,test,98,101,98,101,1.0,1.0
Si chauffeur van la ti ena imper courtoisie li ti bizin ralenti laisse camion la aller,Si chauffeur van la ti ena enpe courtoisie li ti bizin ralenti laisse camion la ale.,test,86,84,86,84,1.0,1.0
Mo pa oken tariff ki 51 rs pu biss1,Mo pa okenn tariff ki 51 Rs pu bis.,test,35,35,35,35,1.0,1.0
Madam la comik selma li p continier netoyé li pan per ni paniker bravo madam mai ca aurai pu etre pire li osi li 1 volere comik tousala pou cokin zis 3 boutey pepsi madam la mm in don li kdo pou li fou lapaix🤣🤣🤣,"Madam la comik selma: li pe kontiyn netway, li pann per ni panike. Bravo madam me sa aurai pu etre pire. Li osi li 1 voler comik, tusala pu kokin zis 3 boutey Pepsi. Madam lamem inn donne li kado pu li fou lapaix.🤣🤣🤣",test,211,216,221,225,1.04739336492891,1.0416666666666667
Aret fer vilain do,Aret fer vilain dow.,test,18,20,18,20,1.0,1.0
"Moi mo mette stainless steel acheter lor ali express pas demane soin ditout, bien pratique. cumsa li perdi zero tracas zero plorer. quand mo mort pena laguerre, personne pas pu vine rode bizoux mone acheter lor ali express🤣","Moi mo met stainless steel, aste lor Ali Express: pas demande soin ditou, bien pratique. Cumsa li perdi zero tracas, zero plore. Quand mo mort pena laguerre, personne pas pu vinn rode bizoux mon aste lor Ali Express.🤣",test,223,217,226,220,1.0134529147982063,1.0138248847926268
Fini mange vantre ine plien bizin. Leve pake ale aster,Fini manze vant inn plein bizin. Leve pake ale aster.,test,54,53,54,53,1.0,1.0
Mm si li vre ou croire la police pou capav prouve sa zordi..???,Mem si li vre ou croire la police pu kapav prouve sa zordi..???,test,63,63,63,63,1.0,1.0
"[NAME], oui moi mo tifi 1 ados et kan mo coz ar li mo explik li sans tabou paski oui c lakaz ki faire sa ki li tifi ou garson parent bizin coz tout sa ar zot et explik zot ki fason ki certaine decision pou affecter zot par exemple mo dire mo tifi ki si li cachiete moi ki li p faire kitchose pas bizin bein c so choix ki pou affecter so la paski moi mo deja fini pass par la et mo faire li comprend aussi ki difference ena entre prend responsabiliter ki pas bizin boner et etudier pou reussi avant tout sa et etre independante","[NAME], oui moi mo tifi 1 ado. Kan mo koze ar li, mo eksplik li sans tabou, parski oui se lakaz kifer sa. Ki li tifi ou garson, parent bizin koze tu sa ar zot. Eksplik zot ki fason ki certaine decision pu affecte zot. Par exemple: mo dir mo tifi ki si li kasyet moi ki li pe fer kitsoz pas bizin, bein se so choix ki pu affecte so la. Parski moi mo deza fini pass par la. Mo fer li comprend osi ki difference ena entre prend responsabilite ki pas bizin boner et etudier pu resi avant tu sa et etre independante.",test,526,511,526,511,1.0,1.0
Apres mo dire pas banne nursing staff ki bizin take call for 146 ou trouve sa normal put the right person in the right place,Apre mo dire pas bann nursing staff ki bizin take call for 146. Ou truve sa normal. Put the right personne inn the right place.,test,124,127,124,127,1.0,1.0
1 responsabiliter sa travail la. Kn oune engazer a faire se metier ou faire li. Sois fer li sois pa fer li.. Bzin apply inper plis docter ena ki competant a fer sa travail la qui qualifier mai comme tjr moris baking ki marc pli bcp. Si ti kone pren dimoune bien pou travail pa ti pou senti li dure koumsa.. Si zenfan malade asoir ki pu fr ar zenfan la??????,1 responsabilite sa travail la. Kan oun engazer a faire se metier ou faire li. Soi fer li soi pa fer li.. Bizin apply enpe plis docteur ena ki competant a fer sa travail la qui qualifie me comme tuzur Moris baking ki marse plis buku. Si ti kone pran dimunn bien pu travail pa ti pu senti li dure kumsa... Si zanfan malade aswar ki pu fer ar zanfan la??????,test,357,356,357,356,1.0,1.0
Ki tinpi to fair ta,Ki pitin to fer ta?,test,19,19,19,19,1.0,1.0
Moris couma dire to capave fer seki to envie et l'autorité pa trouve narien ena gros problème la,Moris kumadir to kapav fer seki to anvi et l'autorité pa truve nanyin. Ena gros problème la.,test,96,92,98,94,1.0208333333333333,1.0217391304347827
Si 1 docteur spécialiste li don so le temps bien ek bon service ki efficace à ban patient dan lhopital eski li pou gagn travail plenty plenty dan clinique privée li pa difficile pou trouvé réponse la,Si 1 docteur spécialiste li donne so letan bien ek bon service ki efficace à bann patient dan lopital eski li pu gagne travail plenty plenty dan clinique privée? Li pa difficile pu truve réponse la.,test,199,198,204,202,1.0251256281407035,1.02020202020202
Chantons en coeur *Comme d'habitude*,Chantons en coeur *comme d'habitude*.,test,36,37,36,37,1.0,1.0
Rod clinik tujur... Pou ggne malaise la,Rode clinik tuzur... Pu gagne malaise la.,test,39,41,39,41,1.0,1.0
3quart du temp pena professeur,Trwakar du tan pena professeur.,test,30,31,30,31,1.0,1.0
Cryto so csn sa,Cryto so cousin sa.,test,15,19,15,19,1.0,1.0
Aussi banne minis et deputes ki vine faire soy/palabes dans ganga talao bizin pousse zot toute suite c'est ene place sacre pas ene place pou faire palabes asking for a friend,"Aussi bann minis et deputes ki vinn faire soy/palabes dans Ganga Talao bizin pousse zot toute suite. C'est enn place sacre, pas enn place pu faire palab, asking for a friend.",test,174,174,174,174,1.0,1.0
TOU LE TEMP COUMSA APRE LA MORT LA TIZAN,TULETAN KUMSA: APRE LA MORT LA TIZAN,test,40,36,40,36,1.0,1.0
Sur tou sa zafer polision sonor bane transport met backfire esapma tapaz apareil fort bzn pren action sever pendent des annee sa cumsa mm. Zis maurice ou trouve sa,"Sur tusa zafer polision sonor, bann transport met backfire esapma, tapaz apareil fort. Bizin pran action sever pendant des années sa kumsamem. Zis Moris ou truve sa.",test,163,165,163,166,1.0,1.006060606060606
"[NAME], li mem sa! Acoz li mem sa","[NAME], limem sa! Akoz limem sa.",test,33,32,33,32,1.0,1.0
Lerwa lion vin lareine 🐈,Lerwa lion vinn lareine. 🐈,test,24,26,27,29,1.125,1.1153846153846154
Pou bess casse,Pu bez kas.,test,14,11,14,11,1.0,1.0
Dan zot environ mem ena enta dimoun erant sa bnela kan pu tirer tou zanimau zot pe enlever,Dan zot environ mem ena enta dimunn errant. Sa banla kan pu tire. Tu zanimo zot pe enleve.,test,90,90,90,90,1.0,1.0
Problem la pas license sa problem la mentalité chaufer ki bisin changer,Problem la pas license sa. Problem la mentalité chauffer ki bizin change.,test,71,73,72,74,1.0140845070422535,1.0136986301369864
To banne la police pe cachiete au lieu travaille ale verifier... Assez bla bla bla..,To bann la police pe kasyet au lieu travail ale verifie... Assez bla bla bla..,test,84,78,84,78,1.0,1.0
Libeter demons dans maurice.,Liberte demons dans Maurice.,test,28,28,28,28,1.0,1.0
Prof l'école neglige zot class mais bien montré dans lecon l'école aussi payer zot bizin pa négligé,Professeur l'école neglige zot class mais bien montre dans lesson. L'école aussi peye zot bizin pa négligé.,test,99,107,104,111,1.0505050505050506,1.0373831775700935
Fouf - enfin mr le commissiaire ine decide pou pran les devants - mieux vaut tard que jamais - bon courage kan meme,Fouf - enfin monsieur le commissiaire inn decide pu pran les devants - mieux vaut tard que jamais - bon courage kanmem!,test,115,119,115,119,1.0,1.0
Negligence parental ena fois parents marche dan bord et tipti coter machine passer,Negligence parental. Ena fois parents marse dan bord et tipti kot machine passe.,test,82,80,82,80,1.0,1.0
Lin fou mo koir sa,Linn fou mo krwar sa.,test,18,21,18,21,1.0,1.0
Lol get sa dow😂,Lol! Get sa dow.😂,test,15,17,18,20,1.2,1.1764705882352942
Bzn mete la loi pou paye fine pou sa tou dimun bzn kpv servi plastic noir et mete zot salt nu bzn ena respect pou sa ban dimun ki pe ramasse nu dechet samem nu zenfan pou apran,Bizin met la loi pu peye finn pu sa. Tu dimunn bizin kapav servi plastic noir et met zot salte. Nu bizin ena respect pu sa bann dimunn ki pe ramasse nu dechet. Samem nu zanfan pu aprann.,test,176,186,176,186,1.0,1.0
"[NAME], merci li pas fine tap avec kiken","[NAME], merci li pas finn tape avec kiken.",test,40,42,40,42,1.0,1.0
Ena beaucoup parent kan zotte lamer zotte ale ferfoute ek enfant touletmps kan enfant p zuer lor laplage bizin ena ene adulte ki pe get zot parski enfant kuma truv lezotte enfant zot fini ale ek ban enfant laem zot perdi,"Ena beaucoup parent kan zot lamer zot ale ferfoute ek enfant tultan. Kan enfant pe zwe lor laplaz, bizin ena enn adulte ki pe get zot. Parski enfant kuma truve lezot enfant, zot fini ale ek bann enfant lamem zot perdi.",test,220,218,220,218,1.0,1.0
Maman soutire pitii la,Maman sutire piti la.,test,22,21,22,21,1.0,1.0
"[NAME], aret fr sociable dow... 1 k kumsa p vine ft sosiabe pa met foto.","[NAME], aret fer sociable dow... 1 kas kumsa pe vinn fot sosiabe pa met foto.",test,72,77,72,77,1.0,1.0
