text,standardized,split,prefixed_input,input_word_len,target_word_len,input_char_len,target_char_len,prefixed_input_token_len,target_token_len,input_token_word_ratio,target_token_word_ratio,input_has_unk,target_has_unk,input_truncated,target_truncated
Mo pas truve sa veille de forte pluies moi im sure cest plutorentielle😌😌😌,Mo pas truve sa veille de forte pluies moi. I'mo sure se pluie torentielle.😌😌😌,train,restore Mauritian Creole text: Mo pas truve sa veille de forte pluies moi im sure cest plutorentielle😌😌😌,13,14,73,78,34,29,2.6153846153846154,2.0714285714285716,True,True,False,False
Ezoto 😂😂,Ezoto. 😂😂,train,restore Mauritian Creole text: Ezoto 😂😂,2,2,8,9,16,8,8.0,4.0,True,True,False,False
Deza nu pena n bon sanitaire aster p fer tou sorte kalité virus rentré bizin arrêt fer ban dimoun ki de sa secter la rentre moris point. Il faudrait juste les mettre en isolement c tadire 40 tene couma ti fer pou Covid on n’en a marre de rammassé les microbes des autres,Deza nu pena enn bon sanitaire aster pe fer tu sorte kalite virus rantre. Bizin aret fer bann dimunn ki de sa secter la rantre Moris point. Il faudrait just les met en isolement setadire 40 tene kuma ti fer pu Covid. On enn’en a marre de rammassé les microbes des autres.,train,restore Mauritian Creole text: Deza nu pena n bon sanitaire aster p fer tou sorte kalité virus rentré bizin arrêt fer ban dimoun ki de sa secter la rentre moris point. Il faudrait juste les mettre en isolement c tadire 40 tene couma ti fer pou Covid on n’en a marre de rammassé les microbes des autres,53,52,270,271,116,110,2.188679245283019,2.1153846153846154,False,False,False,False
Mamy p rod toi🤣🤣,Mami pe rode toi.🤣🤣,train,restore Mauritian Creole text: Mamy p rod toi🤣🤣,4,4,16,19,18,10,4.5,2.5,True,True,False,False
Faire limem rentrer aster bonne annee😀😀😀😀😀,Faire limem rantre aster. Bonne annee.😀😀😀😀😀,train,restore Mauritian Creole text: Faire limem rentrer aster bonne annee😀😀😀😀😀,6,6,42,43,24,17,4.0,2.8333333333333335,True,True,False,False
"[NAME], bjr 16 ans en france 🇫🇷 me le patron déclare pas employeur parceque je suis en france 🇫🇷 peut-être au noir","[NAME], bonjour, 16 ans en France 🇫🇷 me le patron déclare pas employeur parceque je suis en France 🇫🇷 peut-être au noir.",train,"restore Mauritian Creole text: [NAME], bjr 16 ans en france 🇫🇷 me le patron déclare pas employeur parceque je suis en france 🇫🇷 peut-être au noir",22,22,114,120,49,38,2.227272727272727,1.7272727272727273,True,True,False,False
Portable la ki pou fair kapav essay blok sa ban site ou app en couyonad la,Portable la ki pu fer? Kapav esey bloke sa bann site ou app en kuyonad la.,train,restore Mauritian Creole text: Portable la ki pou fair kapav essay blok sa ban site ou app en couyonad la,16,16,74,74,40,38,2.5,2.375,False,False,False,False
Axe cumma dire bonbon axe,Axe kumadir bonbon axe.,train,restore Mauritian Creole text: Axe cumma dire bonbon axe,5,4,25,23,21,14,4.2,3.5,False,False,False,False
"Mo ti labas, bonheur ene garcon ti p plorer, li fine perdi so parent, mais heureusement li fine retrouve zot. La plage ti saturer zordi","Mo ti laba, bonheur enn garson ti pe plore, li finn perdi so parent, mais heureusement li finn retrouve zot. La plage ti sature zordi.",train,"restore Mauritian Creole text: Mo ti labas, bonheur ene garcon ti p plorer, li fine perdi so parent, mais heureusement li fine retrouve zot. La plage ti saturer zordi",25,25,135,134,70,62,2.8,2.48,False,False,False,False
Lot ku pa re dne li sa ein dan plas tir lor dimune li pu tuy liem sa,"Lot kut pa redonne li sa ein, dan plas tire lor dimunn li pu touy limem sa.",train,restore Mauritian Creole text: Lot ku pa re dne li sa ein dan plas tir lor dimune li pu tuy liem sa,18,17,68,75,49,39,2.7222222222222223,2.2941176470588234,False,False,False,False
Baadshah No2??,Baadshah nimero 2??,train,restore Mauritian Creole text: Baadshah No2??,2,3,14,19,19,14,9.5,4.666666666666667,False,False,False,False
"[NAME], vilan ki?","[NAME], vilain ki?",train,"restore Mauritian Creole text: [NAME], vilan ki?",3,3,17,18,20,12,6.666666666666667,4.0,False,False,False,False
"[NAME], 🤣🤣🤣arrete rever monsieur dans film sa a maurice c'est l'anarchiste terrible sur nos routes moriciens appelle sa tracer parcequi zotte pas peur personne crossed fingers anne ma soeur anne il était une fois nous ena juste manne témerer qui conduire ceux qui respectent le code la route et qui ne boit pas ne se drogue pas manne imbécile qui besoin klaxonne derrière zotte les insulter avec les jurons voila notre paradis","[NAME], 🤣🤣🤣aret reve monsieur, dans film sa. A Maurice c'est l'anarchiste terrible sur nos routes. Morisien apel sa trasse parski zot pas peur personne. Crossed fingers. Anne ma soeur Anne: il était une fois. Nous ena just bann témerer qui kondire: cux qui respectent le code la route et qui ne boit pas ne se drogue pas. Bann imbécile qui besoin klaxonne derrière zot les insulte avec les jurons voila notre paradis.",train,"restore Mauritian Creole text: [NAME], 🤣🤣🤣arrete rever monsieur dans film sa a maurice c'est l'anarchiste terrible sur nos routes moriciens appelle sa tracer parcequi zotte pas peur personne crossed fingers anne ma soeur anne il était une fois nous ena juste manne témerer qui conduire ceux qui respectent le code la route et qui ne boit pas ne se drogue pas manne imbécile qui besoin klaxonne derrière zotte les insulter avec les jurons voila notre paradis",72,72,426,417,153,152,2.125,2.111111111111111,True,True,False,False
"[NAME], ziska cyclone vendeur reve astr","[NAME], ziska cyclone vendeur reve aster.",train,"restore Mauritian Creole text: [NAME], ziska cyclone vendeur reve astr",6,6,39,41,24,16,4.0,2.6666666666666665,False,False,False,False
Tultmp patient ggn letmp mort mo pas ggn comprend et surtou ena infermiere etc bien sovaz mo dmnd kifer zot coze brite r patient zot ti pense kumsa nou kntn mo ale admet lopital,Tultan patient gagne letan mort mo pas gagne comprend. Et surtout ena infermier etc bien sovaz. Mo demande kifer zot koze brite ar patient? Zot ti pense kumsa nu kontan mo ale admet lopital.,train,restore Mauritian Creole text: Tultmp patient ggn letmp mort mo pas ggn comprend et surtou ena infermiere etc bien sovaz mo dmnd kifer zot coze brite r patient zot ti pense kumsa nou kntn mo ale admet lopital,34,34,177,190,93,78,2.735294117647059,2.2941176470588234,False,False,False,False
Aircon pa bon pu dir infirmier b infirmier la ki pu ranz sa?? Bisin dir administration direct sa. Infirmier ek doctors zot employé kuma tou dimoune. Bisin ena incharge maintenance pu sa ban zafer la,Aircon pa bon pu dir infirmier b infirmier la ki pu ranz sa?? Bizin dir administration direct sa. Infirmier ek doctors zot employé kuma tu dimunn. Bizin ena incharge maintenance pu sa bann zafer la.,train,restore Mauritian Creole text: Aircon pa bon pu dir infirmier b infirmier la ki pu ranz sa?? Bisin dir administration direct sa. Infirmier ek doctors zot employé kuma tou dimoune. Bisin ena incharge maintenance pu sa ban zafer la,35,35,198,198,83,77,2.3714285714285714,2.2,False,False,False,False
Seki mo pa comprend. La race humaine mem p detruire lemonde avk so ban modern development. Global warming and pollution etc. Astr zanimo kan li dns la nature zot p dire sa ki p fr malang. Selmen rass humain pli race hypocrite ki ena sa!!!! Kumsa lemonde laem p al fni r zot ban fason vive!! Astr en simple zanimo p cause zot problem. Dont forget they were the visitors and protectors of earth first,Seki mo pa comprend. La race humaine mem pe detruire lemonde avek so bann modern development. Global warming and pollution etc. Aster zanimo kan li dan la nature zot pe dire seki pe fer malang. Selma rase humain plis race hypocrite ki ena sa!!!! Kumsa lemonde lamem pe ale fini ar zot bann fason viv!! Aster en simple zanimo pe cause zot problem. Don'to forget they were the visitors and protectors of earth first.,train,restore Mauritian Creole text: Seki mo pa comprend. La race humaine mem p detruire lemonde avk so ban modern development. Global warming and pollution etc. Astr zanimo kan li dns la nature zot p dire sa ki p fr malang. Selmen rass humain pli race hypocrite ki ena sa!!!! Kumsa lemonde laem p al fni r zot ban fason vive!! Astr en simple zanimo p cause zot problem. Dont forget they were the visitors and protectors of earth first,75,74,398,414,164,145,2.1866666666666665,1.9594594594594594,False,False,False,False
To rester to pas rester kot mo problem ladans... Bientot zot tout pou aller là,To reste to pas reste kot mo problem ladan... Bientot zot tu pu ale la.,train,restore Mauritian Creole text: To rester to pas rester kot mo problem ladans... Bientot zot tout pou aller là,15,15,78,71,34,27,2.2666666666666666,1.8,False,False,False,False
Van la pe roule vite oui mais ene chauffeur bizin cone so vehicle mo ene dimune ki roule camion loto bus tout sak vehicle ena so façon roulé ceki pas coné ferme fess ena bann facteur ki sa chauffeur camion la ti bizin prend ene considération par exemple li bizin kapav jugé ki vitesse van la pé vini eski li gagn letemp sorti longueur so vehicle li bizin coné poid so vehicle ene loto dans 1 second ou kapav déboucher akoz li pli vif ene camion li pli lourd donc li démarre pli lentemain pou mwa chauffeur van la pann réalisé ki cetait ene longue camion linn pensé camion la ti pou gagn letemp sorti et chauffeur camion la osi inn fané en pensant ki li gagn letemp sorti et li pann jugé ki van la pé vine vite bann accident ki kapav évité sa,"Van la pe roule vite oui mais enn chauffeur bizin kone so vehicle. Mo enn dimunn ki roule camion, loto, bus tu. Sak vehicle ena so façon roule. Seki pas kone ferme fesse. Ena bann facteur ki sa chauffeur camion la ti bizin prend enn considération. Par exemple li bizin kapav zize ki vites van la pe vini. Eski li gagne letan sorti? Longueur so vehicle li bizin kone, poid so vehicle. Enn loto dans 1 second ou kapav déboucher akoz li plis vif. Enn camion li plis lourd donc li démarre plis lentman.. Pu mwa, chauffeur van la pann réalisé ki ete enn longue camion. Linn pense camion la ti pu gagne letan sorti et chauffeur camion la osi inn fane en pensant ki li gagne letan sorti et li pann zize ki van la pe vinn vite. Bann accident ki kapav evite sa.",train,restore Mauritian Creole text: Van la pe roule vite oui mais ene chauffeur bizin cone so vehicle mo ene dimune ki roule camion loto bus tout sak vehicle ena so façon roulé ceki pas coné ferme fess ena bann facteur ki sa chauffeur camion la ti bizin prend ene considération par exemple li bizin kapav jugé ki vitesse van la pé vini eski li gagn letemp sorti longueur so vehicle li bizin coné poid so vehicle ene loto dans 1 second ou kapav déboucher akoz li pli vif ene camion li pli lourd donc li démarre pli lentemain pou mwa chauffeur van la pann réalisé ki cetait ene longue camion linn pensé camion la ti pou gagn letemp sorti et chauffeur camion la osi inn fané en pensant ki li gagn letemp sorti et li pann jugé ki van la pé vine vite bann accident ki kapav évité sa,145,145,741,752,299,310,2.0620689655172413,2.1379310344827585,False,False,True,True
Zot manque travail la bas,Zot manque travail laba.,train,restore Mauritian Creole text: Zot manque travail la bas,5,4,25,24,16,8,3.2,2.0,False,False,False,False
Un de moin. Public pu safer,Un de moin. Public pu safer.,train,restore Mauritian Creole text: Un de moin. Public pu safer,6,6,27,28,18,10,3.0,1.6666666666666667,False,False,False,False
Bat boul sa,Bate boul sa.,train,restore Mauritian Creole text: Bat boul sa,3,3,11,13,16,9,5.333333333333333,3.0,False,False,False,False
BIEN GENTIMENT OU TI CAPAVE TELEPHONE LA POLICE FAIRE VINE PREND ZENFANT LÁ ET RECHERCHE SO BANNES FAMI,BIEN GENTIMENT OU TI KAPAV TELEPHONE LA POLICE FAIRE VINN PRAN ZANFAN LA ET RECHERCHE SO BANN FAMI.,train,restore Mauritian Creole text: BIEN GENTIMENT OU TI CAPAVE TELEPHONE LA POLICE FAIRE VINE PREND ZENFANT LÁ ET RECHERCHE SO BANNES FAMI,18,18,103,99,55,45,3.0555555555555554,2.5,True,False,False,False
10ans dja mai okan reponse,10 ans deza me okenn reponse.,train,restore Mauritian Creole text: 10ans dja mai okan reponse,5,6,26,29,23,15,4.6,2.5,False,False,False,False
"Contigner fer ping pong mm... Cki vini pli koner ki so camouad, net sanzer tt banané ki ena..","Kontiyn fer ping pong mem... Seki vini plis kone ki so kamarad, net sanze tu banane ki ena..",train,"restore Mauritian Creole text: Contigner fer ping pong mm... Cki vini pli koner ki so camouad, net sanzer tt banané ki ena..",18,18,93,92,56,49,3.111111111111111,2.7222222222222223,False,False,False,False
Par fois sa meme zot gagne bn vilin la mort tro magouille,Par fois samem zot gagne bann vilain la mort. Tro magouille.,train,restore Mauritian Creole text: Par fois sa meme zot gagne bn vilin la mort tro magouille,12,11,57,60,34,25,2.8333333333333335,2.272727272727273,False,False,False,False
Mete class 3 ek cyclone affaibli 😁😁,Met class 3 ek cyclone affaibli. 😁😁,train,restore Mauritian Creole text: Mete class 3 ek cyclone affaibli 😁😁,7,7,35,35,27,18,3.857142857142857,2.5714285714285716,True,True,False,False
Mahadev is watching 👀 majakaro mem Mahadev pa presC r zote la,"Mahadev is watching 👀 majakaro mem, Mahadev pa presse ar zot la.",train,restore Mauritian Creole text: Mahadev is watching 👀 majakaro mem Mahadev pa presC r zote la,12,12,61,64,37,26,3.0833333333333335,2.1666666666666665,True,True,False,False
Mn montrernsa mo bn cam ki pa maurice zt p krwar mo p pren n nissa r zot kan mo p dir zt sa mam la n star dan bn jeune d'aujourd'hui,"Mon montre sa mo bann kamarad ki pa Maurice, zot pe krwar mo pe pran enn nisa ar zot kan mo pe dir zot sa mam la enn star dan bann jeune d'aujourd'hui.",train,restore Mauritian Creole text: Mn montrernsa mo bn cam ki pa maurice zt p krwar mo p pren n nissa r zot kan mo p dir zt sa mam la n star dan bn jeune d'aujourd'hui,32,33,132,151,84,74,2.625,2.242424242424242,False,False,False,False
Pa facil léker cassé ki bondie fortifie zot ki so l'âme repose en paix🙏,"Pa fasil, leker kase, ki Bondieu fortifie zot. Ki so l'âme repose en paix.🙏",train,restore Mauritian Creole text: Pa facil léker cassé ki bondie fortifie zot ki so l'âme repose en paix🙏,14,14,71,75,44,42,3.142857142857143,3.0,True,True,False,False
Super tir chapeau ar la police mari travail mais esperons ki la loi la p aplik pareil pu tous dimounes mem pu bannes la polices ki consom lalcol dan le pac plizir cas la polices ti positives mem membres de la familles bannes politiciens et ministres si zot inn consom lalkol p conduire banla ossi kapav pren lavie humains,"Super tire chapeau ar la police mari travail mais esperons ki la loi la pe aplik pareil pu tu dimunn, mem pu bann la police ki consom lalkol. Dan le passe plizir cas la polices ti positives, mem membres de la familles bann politiciens et ministres. Si zot inn consom lalkol pe kondire, banla osi kapav pran lavi humains.",train,restore Mauritian Creole text: Super tir chapeau ar la police mari travail mais esperons ki la loi la p aplik pareil pu tous dimounes mem pu bannes la polices ki consom lalcol dan le pac plizir cas la polices ti positives mem membres de la familles bannes politiciens et ministres si zot inn consom lalkol p conduire banla ossi kapav pren lavie humains,59,59,321,320,126,118,2.135593220338983,2.0,False,False,False,False
Fek verifier sa fake sa photo la🙏🙏🙏,"Fek verifie sa, fake sa photo la.🙏🙏🙏",train,restore Mauritian Creole text: Fek verifier sa fake sa photo la🙏🙏🙏,7,7,35,36,24,18,3.4285714285714284,2.5714285714285716,True,True,False,False
Bne tourist touni ek ki met savatte marche partou. Kan pou tirer sa?..?,Bann tourist touni ek ki met savatte marse partu. Kan pu tire sa?..?,train,restore Mauritian Creole text: Bne tourist touni ek ki met savatte marche partou. Kan pou tirer sa?..?,13,13,71,68,43,33,3.3076923076923075,2.5384615384615383,False,False,False,False
Bizin fer signe an contract,Bizin fer signe enn contract.,train,restore Mauritian Creole text: Bizin fer signe an contract,5,5,27,29,18,12,3.6,2.4,False,False,False,False
Dire zte ou p rode lattention,Dire zot ou pe rode latansyon.,train,restore Mauritian Creole text: Dire zte ou p rode lattention,6,6,29,30,24,17,4.0,2.8333333333333335,False,False,False,False
Faire mari riyé sa,Faire mari riye sa.,train,restore Mauritian Creole text: Faire mari riyé sa,4,4,18,19,21,13,5.25,3.25,False,False,False,False
Rod clinik tujur pou ggne malaise la,"Rode clinik tuzur, pu gagne malaise la.",train,restore Mauritian Creole text: Rod clinik tujur pou ggne malaise la,7,7,36,39,25,20,3.5714285714285716,2.857142857142857,False,False,False,False
Emtel mytmoney??? Sa boug la bisin pa re eli sa 🤣,Emtel MY.T money??? Sa boug la bizin pa re elu sa. 🤣,train,restore Mauritian Creole text: Emtel mytmoney??? Sa boug la bisin pa re eli sa 🤣,11,12,49,52,33,28,3.0,2.3333333333333335,True,True,False,False
Tous dimoune ki gagn caise gandia bzn retourne zot moralité propre,Tu dimunn ki gagne caise gandia bizin retourne zot moralité propre.,train,restore Mauritian Creole text: Tous dimoune ki gagn caise gandia bzn retourne zot moralité propre,11,11,66,67,37,29,3.3636363636363638,2.6363636363636362,False,False,False,False
"[NAME], laisse mo apprécier mo café tranquille vous autre.😂","[NAME], laisse mo apprécier mo café trankil vous autre.😂",train,"restore Mauritian Creole text: [NAME], laisse mo apprécier mo café tranquille vous autre.😂",9,9,59,56,27,20,3.0,2.2222222222222223,True,True,False,False
Tiouuu ena bezer la pa fer moi croir tou sa dimoune p bord loto la pa conai bus ggn sa problem la,Tiew ena bez la. Pa fer moi krwar tu sa dimunn pe bord loto la pa kone bus gagne sa problem la.,train,restore Mauritian Creole text: Tiouuu ena bezer la pa fer moi croir tou sa dimoune p bord loto la pa conai bus ggn sa problem la,22,22,97,95,53,46,2.409090909090909,2.090909090909091,False,False,False,False
Positif alcohol et la drogue.. Fouf extra sa… allé perdi lavie,Positif alcohol et la drogue.. Fouf extra sa… ale perdi lavi.,train,restore Mauritian Creole text: Positif alcohol et la drogue.. Fouf extra sa… allé perdi lavie,11,11,62,61,39,30,3.5454545454545454,2.727272727272727,False,False,False,False
Toule2 noyer en mem temp 19.30 imp drole ein,Tulde noye en mem tan? 19.30? Enpe drole ein.,train,restore Mauritian Creole text: Toule2 noyer en mem temp 19.30 imp drole ein,9,9,44,45,29,26,3.2222222222222223,2.888888888888889,False,False,False,False
"Ti bizin attache li touni enbas pied mangue, vide lacide lor li.....","Ti bizin attache li touni enba pied mangue, vide lasid lor li.....",train,"restore Mauritian Creole text: Ti bizin attache li touni enbas pied mangue, vide lacide lor li.....",12,12,68,66,38,31,3.1666666666666665,2.5833333333333335,False,False,False,False
Li p envie fair tapaj bizin ena n conplis pou amass kas,"Li pe anvi fer tapaz, bizin ena enn conplis pu amass kas.",train,restore Mauritian Creole text: Li p envie fair tapaj bizin ena n conplis pou amass kas,12,12,55,57,37,32,3.0833333333333335,2.6666666666666665,False,False,False,False
Problem p vine grave et cmpliké dans tou institution gvrmnt bne hommes detat ki fine sieger avec votes citoyens nes ici ki zt role nou vine mndian 2 0 r zt,Problem pe vinn grave et complike. Dans tu institution guvernman bann hommes detat ki finn sieger avec votes citoyens nee ici ki zot role nu vinn mandyan 2.0 ar zot.,train,restore Mauritian Creole text: Problem p vine grave et cmpliké dans tou institution gvrmnt bne hommes detat ki fine sieger avec votes citoyens nes ici ki zt role nou vine mndian 2 0 r zt,31,30,155,165,74,62,2.3870967741935485,2.066666666666667,False,False,False,False
Boussou pas p trouve toi du tous dans circonstription 8,Boussou. Pas pe truve toi du tu dans circonstription 8.,train,restore Mauritian Creole text: Boussou pas p trouve toi du tous dans circonstription 8,10,10,55,55,30,25,3.0,2.5,False,False,False,False
Tu sa temps la ti p fer tournage series la aster p passe lor l'ecran assiser mange pistache get cinema aster,"Tusa tan la ti pe fer tournage series la. Aster pe passe lor l'ecran. Asize, manze pistache, get cinema aster.",train,restore Mauritian Creole text: Tu sa temps la ti p fer tournage series la aster p passe lor l'ecran assiser mange pistache get cinema aster,21,20,108,110,53,47,2.5238095238095237,2.35,False,False,False,False
Bien trise pur sa familes la surtou enn interval comme sa leker dechirê pur les parent....... Mes condoleance a la familles,Bien triste pour sa famille la surtout enn interval comme sa leker dechirê pu les parent....... Mes condoléances à la famille.,train,restore Mauritian Creole text: Bien trise pur sa familes la surtou enn interval comme sa leker dechirê pur les parent....... Mes condoleance a la familles,21,21,123,126,54,39,2.5714285714285716,1.8571428571428572,False,False,False,False
Emtel enan my t money ki to pe causer tah. Ki digital finance to pe causer dimoune zotte poche Vide,Emtel ena MY.T money ki to pe causer ta? Ki digital finance to pe causer? Dimunn zot poche vide.,train,restore Mauritian Creole text: Emtel enan my t money ki to pe causer tah. Ki digital finance to pe causer dimoune zotte poche Vide,20,19,99,96,47,40,2.35,2.1052631578947367,False,False,False,False
"Sak cou li p aler mem li,, dier franc,, ti envi fini gagne bonus et la paiy lerla ki pu marathon 🏃. navin mem ki pa bon enfin....","Sakut li pe ale mem li, dire franc, ti anvi fini gagne bonus et la peye lerla ki pu marathon. 🏃 Navin mem ki pa bon enfin....",train,"restore Mauritian Creole text: Sak cou li p aler mem li,, dier franc,, ti envi fini gagne bonus et la paiy lerla ki pu marathon 🏃. navin mem ki pa bon enfin....",28,27,129,125,75,59,2.6785714285714284,2.185185185185185,True,True,False,False
"[NAME], bisin abolie sa","[NAME], bizin abolie sa.",train,"restore Mauritian Creole text: [NAME], bisin abolie sa",4,4,23,24,22,15,5.5,3.75,False,False,False,False
Coffre macarena la depi 2014 pe enkor pe atan kot sapê sa bann bilet dollat dn so coff la,Coffre Macarena la depi 2014 pe ankor pe atann. Kot sape sa bann bilet dollar dan so kof la?,train,restore Mauritian Creole text: Coffre macarena la depi 2014 pe enkor pe atan kot sapê sa bann bilet dollat dn so coff la,19,19,89,92,48,40,2.526315789473684,2.1052631578947367,False,False,False,False
Nuvo la mode pu soutire l'argent ek dimoune aster..,Nuvo la mode pu sutire l'argent ek dimunn aster..,train,restore Mauritian Creole text: Nuvo la mode pu soutire l'argent ek dimoune aster..,9,9,51,49,31,22,3.4444444444444446,2.4444444444444446,False,False,False,False
Excuse li bugre la,Excuse li boug la.,train,restore Mauritian Creole text: Excuse li bugre la,4,4,18,18,18,9,4.5,2.25,False,False,False,False
Mo favourite bus,Mo favourite bus.,train,restore Mauritian Creole text: Mo favourite bus,3,3,16,17,13,5,4.333333333333333,1.6666666666666667,False,False,False,False
Kan ggn bat.. Zot dire p fr domineur,Kan gagne bate... Zot dire: pe fer domineur.,train,restore Mauritian Creole text: Kan ggn bat.. Zot dire p fr domineur,8,8,36,44,25,18,3.125,2.25,False,False,False,False
Mo pa gagne comprend 1 zafaire à chaque fois ena 1 dimoune accusé lor ene zafaire li p bizin ale admette dans lopital ou clinic,Mo pa gagne comprend 1 zafer: à chaque fois ena 1 dimunn accusé lor enn zafer li pe bizin ale admet dans lopital ou clinic.,train,restore Mauritian Creole text: Mo pa gagne comprend 1 zafaire à chaque fois ena 1 dimoune accusé lor ene zafaire li p bizin ale admette dans lopital ou clinic,25,25,127,123,62,53,2.48,2.12,False,False,False,False
Kan fini.... Tir tou poissons ek anguilles la si... Kv plitar sa si pu derange zot..,Kan fini.... Tire tu poissons ek anguilles la si... Kapav plitar sa si pu deranz zot..,train,restore Mauritian Creole text: Kan fini.... Tir tou poissons ek anguilles la si... Kv plitar sa si pu derange zot..,16,16,84,86,47,39,2.9375,2.4375,False,False,False,False
Pa servi dimoune ek laforce pou plein to vente b apel sa haram mem,Pa servi dimunn ek la force pu plein to vente. B apel sa haraam mem.,train,restore Mauritian Creole text: Pa servi dimoune ek laforce pou plein to vente b apel sa haram mem,14,15,66,68,35,27,2.5,1.8,False,False,False,False
Énnant bane persone avec trés mauvaise manière vine quitte zotte tutu et mimi la bas aussi vine quitte tortue poisson et autre type de pour vine defigure le site spiritual i totally agree but need to arrest people who came to catch monkeys as well,"Ena bann personne avec tre mauvaise manière. Vinn quitte zot tutu et mimi laba aussi. Vinn quitte tortue, poisson et autre type de, pour vinn defigure le site spiritual. I totally agree but need to arrest people who came to catch monkeys as well.",train,restore Mauritian Creole text: Énnant bane persone avec trés mauvaise manière vine quitte zotte tutu et mimi la bas aussi vine quitte tortue poisson et autre type de pour vine defigure le site spiritual i totally agree but need to arrest people who came to catch monkeys as well,45,44,247,246,82,78,1.8222222222222222,1.7727272727272727,False,False,False,False
Mais ka' nu do'ne lor nu perdi zot de precier lor,"Mais kan nu donne lor, nu perdi zot de precier lor.",train,restore Mauritian Creole text: Mais ka' nu do'ne lor nu perdi zot de precier lor,11,11,49,51,34,23,3.090909090909091,2.090909090909091,False,False,False,False
B vin fer lenket la toem to fer avocat ek judge la toem,B vinn fer lanket la tomem! To fer avocat ek judge la tomem?,train,restore Mauritian Creole text: B vin fer lenket la toem to fer avocat ek judge la toem,13,13,55,60,35,28,2.6923076923076925,2.1538461538461537,False,False,False,False
Demain zot cpv dir ena tro bocou zaco bizin met latrape pou zot,"Demain, zot kapav dir: ena tro buku zako, bizin met latrape pu zot.",train,restore Mauritian Creole text: Demain zot cpv dir ena tro bocou zaco bizin met latrape pou zot,13,13,63,67,42,38,3.230769230769231,2.923076923076923,False,False,False,False
"[NAME], banla p dire write off 🤣🤣🤣","[NAME], banla pe dire write off. 🤣🤣🤣",train,"restore Mauritian Creole text: [NAME], banla p dire write off 🤣🤣🤣",7,7,34,36,23,14,3.2857142857142856,2.0,True,True,False,False
Mo dir la police bizin armer... Re alle labas lerla nu gueter,Mo dir la police bizin armer... Re ale laba lerla nu get.,train,restore Mauritian Creole text: Mo dir la police bizin armer... Re alle labas lerla nu gueter,12,12,61,57,31,21,2.5833333333333335,1.75,False,False,False,False
Zis plan sa ou sa pou ena action. Ek action li pou tou dimune ou sa pou protege certain comme p ariver actuellement,Zis plan sa ou sa pu ena action. Ek action li pu tu dimunn ou sa pu protez certain comme pe arrive actuellement.,train,restore Mauritian Creole text: Zis plan sa ou sa pou ena action. Ek action li pou tou dimune ou sa pou protege certain comme p ariver actuellement,23,23,115,112,52,43,2.260869565217391,1.8695652173913044,False,False,False,False
Sa tie tro fat sa🤣🤣🤣,Sa tie tro fat sa.🤣🤣🤣,train,restore Mauritian Creole text: Sa tie tro fat sa🤣🤣🤣,5,5,20,21,18,10,3.6,2.0,True,True,False,False
😭😭😭 Système la ki pourrie,😭😭😭 Système la ki pouri.,train,restore Mauritian Creole text: 😭😭😭 Système la ki pourrie,5,5,25,24,21,13,4.2,2.6,True,True,False,False
#* selon la police le jeune touriste s’était rendu dans le lagon pour nager avec des dauphins lorsque l’accident s’est produit *# keep up the good job pe respire l'air de libertee,"#* selon la police, le jeune touriste s’était rendu dans le lagon pour naze avec des dauphins lorsque l’accident s’est produit *#. Keep up the good job. Pe respire l'air de liberte.",train,restore Mauritian Creole text: #* selon la police le jeune touriste s’était rendu dans le lagon pour nager avec des dauphins lorsque l’accident s’est produit *# keep up the good job pe respire l'air de libertee,32,32,179,181,70,63,2.1875,1.96875,False,False,False,False
Nou pou re amn ban canard la laba demin apartir 18hr vini vin sey tire li nou get 1 kou si ou ena cara har har mahadev,"Nu pu reamen bann canard la laba demin apartir 18hr. Vini, vinn sey tire li. Nu get 1 kut si ou ena cara. Har Har Mahadev.",train,restore Mauritian Creole text: Nou pou re amn ban canard la laba demin apartir 18hr vini vin sey tire li nou get 1 kou si ou ena cara har har mahadev,27,26,118,122,59,53,2.185185185185185,2.0384615384615383,False,False,False,False
Emtel ena myt money?. Quand ine signé sa l'accord la?,Emtel ena MY.T money?. Quand inn signé sa l'accord la?,train,restore Mauritian Creole text: Emtel ena myt money?. Quand ine signé sa l'accord la?,10,10,53,54,34,27,3.4,2.7,False,False,False,False
Nouvo system lexamé ki derouler roule dans l'air aster. Aret complik sa ban dimoun la. La loi zis pou rempli la caisse,Nuvo system lexamen ki derule roule dans l'air aster. Aret complik sa bann dimunn la. La loi zis pu rempli la caisse.,train,restore Mauritian Creole text: Nouvo system lexamé ki derouler roule dans l'air aster. Aret complik sa ban dimoun la. La loi zis pou rempli la caisse,22,22,118,117,54,46,2.4545454545454546,2.090909090909091,False,False,False,False
Bisoin bour to so parents dans prison,Bizin boure tu so parents dans prison.,train,restore Mauritian Creole text: Bisoin bour to so parents dans prison,7,7,37,38,21,14,3.0,2.0,False,False,False,False
Toujours bla bla bla bla. Zero action,Toujours bla bla bla bla. Zero action.,train,restore Mauritian Creole text: Toujours bla bla bla bla. Zero action,7,7,37,38,23,15,3.2857142857142856,2.142857142857143,False,False,False,False
"Ban prisonnier ena chance, zt cpv riY avec li comme voisin","Bann prisonnier ena chance, zot kapav riye avec li comme voisin.",train,"restore Mauritian Creole text: Ban prisonnier ena chance, zt cpv riY avec li comme voisin",11,11,58,64,37,32,3.3636363636363638,2.909090909090909,False,False,False,False
